species,scientificName,occurrenceStatus,decimalLatitude,decimalLongitude,eventDate,year
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,52.466751,13.72514,45823,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,51.385765,-0.383968,42150,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,52.405065,-2.015434,42158,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,53.84289,-0.435177,42152,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,51.55998,-1.819566,42160,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,25.747644,-100.256233,45775.71944,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.618794,3.314702,45802.86402,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,44.128133,3.745501,45792.57285,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,18.481933,-70.043285,45791.82664,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,18.574927,-69.89267,2021-04-10T17:51Z,2021
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-34.052115,22.036385,45783.52466,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-2.569562,-44.241253,45780.47014,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-34.052114,22.036408,45783.52464,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,50.958233,10.674108,45792,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,49.511326,11.418228,45790,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,48.20879,11.288327,45792,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,49.295589,9.84064,45782,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.731064,-9.425794,45780.81306,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.692718,-9.183108,45776.60476,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.951599,3.252903,45779.43333,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,20.972503,-89.687943,45772.75425,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.067824,-8.781283,45776.95556,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-21.443893,-41.407815,45788.71069,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,24.815281,-107.143478,45514.71198,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.277233,45.711119,45776.41285,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.680451,1.267513,45782.93331,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-33.397803,18.879983,45774.46111,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,53.594406,7.207021,45780,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,52.461414,14.059305,45778,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,53.458286,9.522805,45776,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,52.460728,14.059,45781,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,49.882393,9.031471,45780,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.344243,-8.837624,45757.56944,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-32.90498,27.850243,45775.61594,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-32.904999,27.850229,45775.6161,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.611244,3.700263,45759.70417,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,29.496651,-98.595222,45773.884,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.645811,2.387749,45774.34712,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,51.786724,113.061079,45773.3014,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,22.123895,113.57136,45772.44822,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.281763,3.051422,45770.73677,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,52.437885,13.241182,45763,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,52.203285,9.140852,45765,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,49.073315,8.217364,45761,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,51.310413,9.675198,45765,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,51.924999,9.331475,45766,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,51.961201,8.588973,45766,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,52.421906,13.345889,45770,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,53.112213,8.190558,45770,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,44.176947,12.336751,45768.59412,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,46.8185,29.657166,45753.04576,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.524216,4.704135,45752.92872,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.465238,1.426522,45753.60903,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.847862,6.00832,45752.02226,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,53.243493,34.355297,45750.45185,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.860197,23.397958,45748.69663,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-7.883569,-34.91115,45724.56987,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,32.861948,-105.605962,45759.43801,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.799085,0.595207,45083.38907,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.56947,2.650017,45525,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.907406,3.082407,45351,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.5469,-6.20244,45457,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.558225,2.893953,45383,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.558375,-6.073373,45428,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.317431,-5.922684,45408,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.490033,2.889834,45395,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.632603,-0.338148,45429,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.598308,2.692757,45394,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.261643,-7.108225,45419,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.721185,-0.941071,45428,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.868864,-7.271732,45420,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.627559,-0.359914,45429,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.492022,-5.946008,45463,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.035467,-5.739253,45430,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.68711,2.841682,45561,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.921213,-6.995721,45420,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.5555,2.77832,45380,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.703066,-0.955684,45428,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.191839,-1.931444,45432,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.964301,-5.681718,45429,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.53676,-6.630561,45451,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-22.012321,-47.890826,45466,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,61.290193,-149.603237,42088,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,59.6425,-151.548333,41768,2014
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,61.581389,-149.439444,42020,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,61.388889,-149.481944,41773,2014
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,61.59973,-149.112784,41826,2014
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,60.791972,-161.75602,42122,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,64.83065,-147.93051,41521,2013
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,64.891339,-147.412568,41533,2013
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,64.86233,-147.75478,41563,2013
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,57.05307,-135.33,40890,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,61.20317,-149.8241,41369,2013
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,61.21161,-149.90949,2003,2003
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,22.330482,114.220845,40792.91667,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.68145,3.87726,45706.59861,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.609244,-8.655352,45439.4875,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.60936,-8.655061,45400.40833,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.474202,4.959083,44998.71806,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.474102,4.958496,44998.71528,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,27.598435,85.36922,43954.40417,2020
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-31.661562,-60.760812,45655.14358,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-25.740392,28.982881,45675.45625,2025
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.199027,-8.555122,44716.61875,2022
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,20.54416,-12.649155,38744,2006
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-24.717652,-65.401968,45180.75126,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,10.826568,-60.932674,44715.9198,2022
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.502664,-7.575349,45219.43681,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,49.61939,6.16655,45408,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.272968,17.072001,45076,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,51.844543,12.286481,43618,2019
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,51.608421,9.903574,42804,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,51.576111,9.885635,43664,2019
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,48.917141,8.961282,43520,2019
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,49.923866,10.040475,43352,2018
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,48.941906,9.465859,42886,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,11.432713,-73.086114,45625.76497,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-29.28333,114.91667,38037,2004
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-9.644332,-35.708389,44773.39071,2022
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,31.782812,35.188889,45588.71089,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-33.59753,19.866899,45578.70694,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,3.446128,-76.617758,45570.79418,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,45.759224,-122.3672,45573.50809,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-34.06921,18.589186,45558.7125,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.803885,-6.74667,45104.67656,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,22.311227,73.184407,45370.72244,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-34.185555,22.066642,45558.42292,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-33.871788,19.048484,45556.5125,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,27.729829,-97.407246,45564.66954,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,27.650297,-97.534575,45560.38144,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,19.160651,-96.202496,45554.36692,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-33.863732,18.59092,45557.50208,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-33.557424,18.554738,45555.53264,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-33.788073,18.529616,45546.45833,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-32.755471,-70.709188,45546.72288,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-26.775916,-49.491414,45529.73681,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-24.195593,-65.301308,45525.80949,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,32.091739,34.808616,45532.85069,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.222678,-2.750148,45457,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,49.6194,6.16655,45408,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-5.203928,-37.329078,45392.31966,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-23.430753,-51.880389,45489.34875,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-32.940663,-68.857295,41443.98681,2013
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,16.44025,102.70203,44153,2020
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,25.59369,-103.296,42430,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.5833,-0.91667,43009,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,26.90804,-101.422,42461,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,31.74167,-106.45389,42736,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,17.84092,-92.619,42461,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,22.74052,-105.835,42156,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,26.0508,-98.298,42461,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,58.065,-71.255,43862,2020
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,20.37073,-90.051,42583,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,25.4333,-103.75,42401,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,26.05084,-98.298,42461,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,26.908,-101.422,42461,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,31.71694,-106.47222,43374,2018
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.50583,-2.43639,42824,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,12.112927,-61.67938,42079,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.678,3.718,44648,2022
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,25.42,68.53,43370,2018
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,25.77842,-103.261,42461,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,28.18712,-105.46,42156,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,25.34538,-102.808,42430,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.6532,-79.3831,37610,2002
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.253835,3.253126,45496.37781,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.8724,-8.971989,45488.5625,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.24783,2.322624,45487.7872,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,29.153042,-110.9728,45488.71176,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,18.946961,-97.015434,45490.39583,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,29.794663,-98.731968,2010-10-18/2010-10-20,2010
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-10.718611,-38.548419,45465.525,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-31.655022,-60.724126,43764.60694,2019
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.348304,-3.114441,45461.5302,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-32.25,148.6167,NA,NA
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-33.567039,149.738631,41717,2014
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-31.253218,146.921099,NA,NA
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-30.71667,151.9833,12231,1933
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-34.1,142.05,NA,NA
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-32.53333,115.75,32962,1990
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.057422,-8.594719,45449.03488,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,32.790701,35.027086,45450.5308,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.601898,0.048194,42546,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.640821,-0.805607,41809,2014
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.593253,-4.153737,42455,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.945894,0.095358,42828,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,36.022967,-5.604486,43494,2019
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.822054,0.081095,44673,2022
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.57127,-4.249874,42896,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.303484,-3.218847,41829,2014
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.536155,-1.632568,41000,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.115422,1.840462,41840,2014
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.200801,-4.576514,40654,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.359254,-0.346928,43197,2018
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.520259,-0.249166,40321,2010
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.570219,-4.252165,42896,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.937483,1.877396,42862,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.751809,-3.805561,40705,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.206814,1.270123,41395,2013
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.54862,2.107421,40635,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.152047,-3.555279,43597,2019
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.12987,1.866402,43615,2019
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.304281,-4.258019,43610,2019
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.555776,-0.273671,42917,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.258259,3.074442,40999,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.562338,0.587506,40652,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.463233,-6.82869,39943,2009
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.427099,-0.257748,40975,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.617164,-3.32695,39617,2008
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.257333,-5.202167,43981,2020
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.680326,-0.276976,43584,2019
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.759168,-2.586905,43641,2019
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.680117,-0.273972,42471,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.754247,-0.874035,41055,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.454523,-0.243073,41802,2014
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.753673,-0.631688,40308,2010
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.808619,-0.145778,39572,2008
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.520487,-0.246935,42175,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.260186,2.291008,40675,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.626852,-4.169312,42911,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.699849,-0.531201,41042,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.687798,-5.443946,40624,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,36.82037,-2.650656,42894,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.409432,-0.592296,41362,2013
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.55756,-0.3263,40308,2010
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.283454,-0.32238,39627,2008
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.486223,-2.77699,42917,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.568683,-4.251033,42896,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,36.744669,-3.516718,40670,2011
