species,scientificName,occurrenceStatus,decimalLatitude,decimalLongitude,eventDate,year
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.768325,-6.571307,41371,2013
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.896686,-6.974602,41059,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.142179,0.361563,41051,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.609235,-0.804579,41021,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.757002,-2.585177,42560,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.199538,-4.577274,41354,2013
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.670517,0.531259,41090,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.690941,-0.242214,39601,2008
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.852904,-1.153693,42896,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,36.830837,-2.604674,43495,2019
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.602093,0.04239,42547,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.931307,-0.167642,42133,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.28964,-7.54999,40653,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.703825,-0.696239,41068,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.847163,-6.04557,39592,2008
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.675691,-0.10746,41085,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.347507,-2.695084,42574,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,36.748975,-3.518036,40304,2010
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.577408,-4.208047,41062,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.603255,0.046364,42547,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.609218,-0.804472,41008,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.227685,-2.745991,43622,2019
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.365899,-2.996356,41054,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.751378,0.321002,40706,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.69738,-1.763618,41412,2013
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.330476,2.093149,40314,2010
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.527545,-6.438117,41826,2014
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.037877,2.07933,43294,2018
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,36.780867,-3.114989,42881,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.889371,1.85832,42861,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.735307,-1.465341,44521,2021
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.693402,-6.591713,43931,2020
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.631061,-7.165039,41434,2013
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.927765,-1.043658,41384,2013
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.322736,1.543751,42813,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.833489,-1.19781,41753,2014
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.367752,2.040265,42477,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.821896,-2.637737,43597,2019
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.279586,-6.109765,39169,2007
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.044958,2.071609,42883,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.953313,-3.003269,42196,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.38576,1.657616,41420,2013
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.335521,-4.437739,43610,2019
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.100754,-1.912656,42491,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.370896,1.659091,42503,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.187878,-3.720239,42287,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,28.371783,-16.618921,40593,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.265507,2.958105,41832,2014
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.700847,-3.170885,41026,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.715241,0.244434,40652,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.636346,-0.866139,39579,2008
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.745744,-3.027866,41069,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.646438,0.764456,41056,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.488792,-3.273218,42139,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,36.755528,-3.512599,41490,2013
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.697055,2.693968,41038,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.303861,2.12225,40314,2010
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.644001,-0.867963,42922,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.582768,-0.294635,42917,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.60551,0.046665,42546,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.641081,-0.415963,40642,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,36.902955,-2.890177,42168,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.840346,-3.770329,40696,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.927737,-1.043725,41021,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.936433,1.875025,42889,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.489075,-3.273448,43652,2019
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.312661,2.117057,40314,2010
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.070643,-6.329863,41747,2014
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.538844,-1.630106,41063,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.414751,-0.283705,43373,2018
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.12695,-4.089044,43262,2018
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.980116,1.306587,41075,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.43591,-2.491678,41006,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.098374,-6.192266,42137,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.484277,2.234087,39145,2007
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.426036,-1.611407,40628,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.571409,-4.246924,42896,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.58369,-0.216539,40726,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.485209,2.202681,41437,2013
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.514907,-3.984456,42840,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.308559,2.062511,40279,2010
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.56775,-0.212544,42494,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.276055,-0.731192,42142,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,36.94509,-2.604339,41402,2013
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.532067,-0.260153,39753,2008
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.729145,0.006266,44703,2022
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.846509,-2.672403,43947,2020
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.537844,-1.629226,40979,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.630628,-6.720371,39947,2009
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.786135,-4.82972,43585,2019
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.35923,-0.34691,43197,2018
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,36.785654,-3.529533,42119,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.408436,-3.74995,40642,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.113862,-2.821276,42521,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.370718,-1.645724,40684,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.298978,-7.560439,40012,2009
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.848398,-6.045098,39244,2007
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.603166,-8.93869,41763,2014
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.960754,4.263039,40265,2010
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.686129,0.222264,39593,2008
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.304203,-3.213395,41045,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.640215,-5.262367,39447,2007
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.040465,2.077146,42911,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.232265,-5.161235,42454,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.604537,-4.176393,42567,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,39.386892,-2.549642,40823,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,36.770496,-3.565637,40985,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.676602,-0.108833,41794,2014
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,36.982577,-3.119304,43222,2018
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.741658,-6.146346,41415,2013
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,36.069979,-5.43749,41094,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,36.028006,-5.552346,43471,2019
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.436778,0.277332,40310,2010
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,36.785738,-3.536423,40985,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.601334,-0.747145,42099,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.06155,-5.055788,43242,2018
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.795588,-3.18598,41720,2014
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.117827,-3.60549,43268,2018
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.847335,-2.675581,43247,2018
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.489939,-8.608923,41059,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,36.515249,-5.68796,43256,2018
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.309425,-4.407974,42125,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.984135,-2.830599,42887,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.493643,-0.253653,42175,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.911873,0.960012,40657,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.543483,-0.231957,42175,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.039182,2.078303,43253,2018
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.001274,0.46142,41509,2013
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.418183,-2.856107,42917,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.424205,-1.5564,40635,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.105291,2.088518,42562,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.738589,-3.038552,41069,2012
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.973455,0.845984,40705,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.927744,-1.043701,41886,2014
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.542422,-3.90875,41747,2014
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.408093,0.036049,41455,2013
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.598281,-4.149281,43295,2018
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,28.014985,-15.545086,42297,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,36.748374,-3.516861,41490,2013
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,36.087799,-5.803283,39578,2008
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.94857,-0.575594,40642,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,36.723199,-3.540795,41490,2013
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.646713,-3.122649,40298,2010
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.294014,-5.519861,40712,2011
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,36.958311,-3.892898,41786,2014
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,31.659497,34.548985,45444.71875,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,41.342127,2.033393,45435.74792,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.678216,3.719381,44648.66181,2022
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,32.310055,34.871513,45410.72083,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,26.024697,-111.357125,45411.63194,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,34.178555,-118.426888,45416.6988,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,8.115442,-80.966919,45400.63301,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,44.438799,6.026586,45397.72683,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.652737,6.004953,45385.33785,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,29.384999,-98.543935,45401.47986,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.256485,15.238411,45408.53611,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,56.90779,16.73794,45389,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,40.787307,-7.00824,45398.53433,2024
Rhipicephalus sanguineus,"Rhipicephalus texanus Banks, 1908",PRESENT,29.48272,-98.50187,NA,NA
Rhipicephalus sanguineus,"Rhipicephalus texanus Banks, 1908",PRESENT,31.73429,-98.97571,NA,NA
Rhipicephalus sanguineus,"Rhipicephalus texanus Banks, 1908",PRESENT,23.46407,-102.41406,NA,NA
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,38.576449,-9.143845,45389.73528,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,29.463817,-98.48323,45373.65868,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.194202,2.880109,45369.64869,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-23.47053,-46.328013,45377.62514,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,31.785363,34.727573,45362.6886,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-33.442087,-70.764065,45356.44486,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.39427,3.32387,42823,2017
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,3.91451,-53.24036,NA,NA
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,16.19761,-61.5398,NA,NA
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-13.75548,-177.08021,NA,NA
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,14.65485,-61.01929,NA,NA
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,50.66264,1.85119,2007-03-19/2007-05-25,2007
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,33.3452,-112.499,2016,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,36.2141,-115.014,2016,2016
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,32.713403,-97.086297,43886.87897,2020
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,43.571172,3.707268,45008.78403,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-31.752273,-60.493256,45306.85903,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,12.219216,-85.165609,45301.45056,2024
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-34.071323,22.011658,45258.27436,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-34.078513,22.10094,45281.87153,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,21.333885,-158.06943,45291.90433,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,37.170335,-7.526427,2021-07-13T15:02Z,2021
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,7.122608,-73.140913,44448,2021
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,6.958171,-73.034596,44476,2021
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,7.153412,-73.105924,44455,2021
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,7.048478,-73.141339,44479,2021
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,7.084776,-73.083049,44580,2022
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,7.07418,-73.083146,44583,2022
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,7.149773,-73.124678,44551,2021
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,4.189336,-73.657635,45268.46112,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-34.0619,19.548155,45256.36458,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-34.075094,19.616092,45254.4875,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-33.850281,18.582934,45254.46039,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,6.82493,126.087306,45239.49382,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-32.291728,-58.064055,45078.60721,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-38.729133,-62.266057,45236.94294,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-31.606967,-60.724277,45198.4,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-32.90295,-68.884309,45221.66667,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,59.92236,10.770395,41943,2014
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,36.982482,-3.115497,45009.66111,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,34.852927,-2.478803,45138.78976,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,33.511953,-111.882639,44063.72508,2020
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,31.778453,-98.943192,42185.8375,2015
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,-34.335011,19.024837,44680.79807,2022
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,42.324871,3.093979,45108.45764,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,23.099222,-109.71459,18142,1949
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,18.2835,-93.21073,38849,2006
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,20.865717,-89.200568,17242,1947
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,15.442307,-92.895478,19756,1954
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,18.331944,-93.299722,38850,2006
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,22.279519,-97.828396,38039,2004
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,17.81111,-101.27722,17908,1949
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,26.90889,-99.88167,27582,1975
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,16.75278,-93.11667,18604,1950
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,21.283243,-89.672668,8949,1924
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,16.198331,-95.196293,NA,NA
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,19.143507,-96.11598,14460,1939
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,22.26676,-97.871441,18507,1950
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,26.446945,-108.607997,16316,1944
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,24.583639,-98.941072,27660,1975
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,23.250488,-106.415868,14129,1938
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,16.74545,-93.137761,29037,1979
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,17.884409,-92.483051,38808,2006
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,24.14222,-110.31083,16708,1945
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,25.602517,-109.051986,24589,1967
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,15.142966,-92.467452,NA,NA
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,20.617222,-97.614444,18216,1949
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,15.395235,-88.021859,44996.86591,2023
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,9.436387,-82.519937,44891.95407,2022
Rhipicephalus sanguineus,"Rhipicephalus sanguineus Latreille, 1806",PRESENT,13.716958,-88.925238,44657.45139,2022
